id,codebase_id,service_id,repo_digest,real_repo_name,fake_repo_name,status,skip_reason,measured_at,loc,zip_bytes,excluded_loc,languages,primary_language,frontend_pct,backend_pct,test_loc,test_code_files,test_spec_files,test_ratio,test_source_ratio,test_framework,has_ci,ci_present,ci_runs_tests,detected_frameworks,commit_count,author_count,first_commit_at,last_commit_at,active_days,span_days,commits_by_month,pr_count,issue_count,repo_class,is_likely_demo,quality_score,build_ok,testable_at_head,capacity
,,,5012bc8e67147a4541382321e1f86f5f9f9f00693b4f300503937efcf5102521,,repo-5012bc8e6714,partial,llm_disabled,2026-09-07T12:44:38.600651+00:00,79013,,,"{""Python"": 74113, ""TypeScript"": 4842, ""JavaScript"": 58}",Python,,,,22,22,0.0944,1:10,[],False,False,False,"[""Vite"", ""React"", ""Tailwind CSS""]",12,1,2026-09-07T15:56:20+05:30,2026-09-07T17:57:36+05:30,1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]",,,frontend,False,,,,3
